ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10000763,HY190336,3/19/2015 3:30,020XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,2525,25,30,20,14,1149380,1913410,2015,2/10/2018 15:50,41.91832052,-87.72659605,"(41.918320523, -87.726596048)"
10000764,HY190418,3/18/2015 14:00,062XX N DRAKE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1711,17,50,13,5,1151587,1941079,2015,2/10/2018 15:50,41.99420309,-87.71775708,"(41.994203085, -87.717757081)"
10000765,HY190368,3/14/2015 15:00,062XX S DORCHESTER AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,314,3,20,42,6,1186613,1863750,2015,2/10/2018 15:50,41.78124671,-87.59137728,"(41.781246706, -87.591377284)"
10000767,HY190181,3/18/2015 14:30,060XX S LAFLIN ST,810,THEFT,OVER $500,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,713,7,15,67,6,1167367,1864713,2015,2/10/2018 15:50,41.78432333,-87.66190951,"(41.784323332, -87.661909508)"
10000768,HY190357,3/19/2015 10:15,043XX W LE MOYNE ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,APARTMENT,TRUE,FALSE,2534,25,37,23,24,1147242,1909509,2015,2/10/2018 15:50,41.90765703,-87.73455135,"(41.907657028, -87.734551348)"
10000769,HY190432,3/19/2015 11:15,061XX S INDIANA AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,311,3,20,40,26,1178652,1864306,2015,2/10/2018 15:50,41.78295722,-87.62054686,"(41.782957217, -87.62054686)"
10000770,HY190243,3/18/2015 16:30,051XX S ASHLAND AVE,880,THEFT,PURSE-SNATCHING,CTA BUS,FALSE,FALSE,932,9,16,61,6,1166541,1870734,2015,2/10/2018 15:50,41.80086334,-87.66476628,"(41.800863342, -87.664766276)"
10000771,HY190424,3/14/2015 1:00,035XX N CLARK ST,870,THEFT,POCKET-PICKING,BAR OR TAVERN,FALSE,FALSE,1924,19,44,6,6,1168480,1923896,2015,2/10/2018 15:50,41.94670237,-87.65611708,"(41.94670237, -87.656117076)"
10000773,HY190238,3/19/2015 8:30,115XX S WATKINS AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,TRUE,2234,22,34,75,26,1166313,1828135,2015,2/10/2018 15:50,41.68397036,-87.66681245,"(41.683970355, -87.666812454)"
10000775,HY190341,3/19/2015 9:51,057XX S ELIZABETH ST,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,713,7,16,67,6,1168970,1866699,2015,2/10/2018 15:50,41.78973865,-87.65597492,"(41.789738652, -87.655974916)"
10000776,HY190384,3/17/2015 11:00,088XX S HALSTED ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2223,22,21,71,08B,1172523,1846290,2015,2/10/2018 15:50,41.73365629,-87.64354723,"(41.733656288, -87.64354723)"
10000777,HY190417,3/18/2015 8:38,079XX S INDIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,623,6,6,44,26,1178970,1852339,2015,2/10/2018 15:50,41.75011125,-87.61974498,"(41.75011125, -87.619744978)"
10000778,HY190471,3/19/2015 11:50,088XX S CARPENTER ST,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,2222,22,21,71,3,1170859,1846299,2015,2/10/2018 15:50,41.73371742,-87.64964304,"(41.733717419, -87.649643036)"
10000779,HY190441,3/19/2015 2:30,017XX N NASHVILLE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2513,25,36,25,7,1132147,1910836,2015,2/10/2018 15:50,41.91157425,-87.78997228,"(41.911574252, -87.789972279)"
10000780,HY190385,3/19/2015 10:08,086XX S COMMERCIAL AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,423,4,10,46,08B,1197646,1848190,2015,2/10/2018 15:50,41.73828066,-87.55144725,"(41.738280662, -87.551447254)"
10000782,HY190406,3/19/2015 10:15,078XX S WOOD ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,611,6,17,71,5,1165712,1852661,2015,2/10/2018 15:50,41.75128633,-87.66831904,"(41.751286329, -87.668319043)"
10000785,HY193337,3/11/2015 17:00,001XX E 87TH ST,610,BURGLARY,FORCIBLE ENTRY,DAY CARE CENTER,FALSE,FALSE,632,6,6,44,5,1178817,1847346,2015,2/10/2018 15:50,41.73641335,-87.62045721,"(41.736413347, -87.620457206)"
10000787,HY186758,3/16/2015 13:25,002XX W 63RD ST,330,ROBBERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,711,7,20,68,3,1175723,1863193,2015,2/10/2018 15:50,41.77996915,-87.63131874,"(41.779969152, -87.631318744)"
10000791,HY190350,3/19/2015 10:20,055XX S DAMEN AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,715,7,15,67,6,1163973,1867820,2015,2/10/2018 15:50,41.79292139,-87.67426595,"(41.792921391, -87.674265953)"
10000792,HY190477,3/18/2015 15:05,051XX W HARRISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,1533,15,24,25,08B,1142125,1896831,2015,2/10/2018 15:50,41.87296355,-87.7536633,"(41.872963554, -87.753663295)"
10000795,HY190431,3/19/2015 11:25,031XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,TRUE,FALSE,912,9,11,59,26,1166183,1883676,2015,2/10/2018 15:50,41.83638523,-87.66571041,"(41.836385231, -87.66571041)"
10000796,HY190447,3/19/2015 2:30,008XX N CLARK ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,FALSE,FALSE,1832,18,42,8,04B,1175393,1905828,2015,2/10/2018 15:50,41.89697038,-87.63125093,"(41.896970377, -87.631250927)"
10000797,HY190390,3/19/2015 11:00,048XX S MARSHFIELD AVE,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,APARTMENT,FALSE,FALSE,931,9,20,61,14,1166159,1872535,2015,2/10/2018 15:50,41.80581364,-87.66611593,"(41.805813641, -87.666115928)"
10000802,HY190488,3/19/2015 3:00,028XX W WAVELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1733,17,33,16,14,1156590,1924458,2015,2/10/2018 15:50,41.948494,-87.69980592,"(41.948494004, -87.699805924)"
10000803,HY190483,3/19/2015 9:00,026XX S CALIFORNIA AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1033,10,12,30,6,1158126,1886449,2015,2/10/2018 15:50,41.8441627,-87.69519904,"(41.844162699, -87.695199039)"
10000804,HY190472,3/18/2015 23:00,088XX S ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2222,22,21,71,14,1169538,1846191,2015,2/10/2018 15:50,41.73344975,-87.65448565,"(41.733449746, -87.654485653)"
10000806,HY190326,3/19/2015 9:45,065XX S BISHOP ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,725,7,17,67,6,1167788,1861468,2015,2/10/2018 15:50,41.77540962,-87.66045905,"(41.775409618, -87.660459052)"
10000807,HY190386,3/18/2015 10:45,0000X W WASHINGTON ST,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,111,1,42,32,08A,1175800,1900817,2015,2/10/2018 15:50,41.88321078,-87.62990697,"(41.883210775, -87.629906972)"
10000811,HY190489,3/18/2015 21:00,055XX W GRACE ST,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1633,16,38,15,5,1138686,1924716,2015,2/10/2018 15:50,41.94954627,-87.76561202,"(41.949546267, -87.765612023)"
10000814,HY133401,1/29/2015 18:16,016XX W 80TH ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,611,6,21,71,18,1166946,1851665,2015,2/10/2018 15:50,41.7485269,-87.66382543,"(41.748526903, -87.663825429)"
10000819,HY190460,3/19/2015 11:27,075XX S EXCHANGE AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,421,4,7,43,26,1195185,1855723,2015,2/10/2018 15:50,41.75901281,-87.56021562,"(41.759012808, -87.560215615)"
10000823,HY190506,3/19/2015 12:20,003XX S CICERO AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,1533,15,24,25,26,1144438,1898165,2015,2/10/2018 15:50,41.87658104,-87.74513751,"(41.876581037, -87.745137513)"
10000824,HY190491,3/19/2015 11:05,049XX S ARCHER AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,821,8,14,57,08B,1150934,1871470,2015,2/10/2018 15:50,41.80320189,-87.72198373,"(41.803201891, -87.72198373)"
10000828,HY190427,3/18/2015 19:00,066XX W BELDEN AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2512,25,36,18,6,1131563,1914340,2015,2/10/2018 15:50,41.9211998,-87.79203651,"(41.9211998, -87.792036506)"
10000829,HY190478,3/19/2015 11:27,067XX S KOMENSKY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,833,8,13,65,26,1150530,1859602,2015,2/10/2018 15:50,41.77064214,-87.72377399,"(41.770642137, -87.723773988)"
10000836,HY190419,3/19/2015 11:00,024XX W 66TH ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,832,8,15,66,08B,1161046,1860819,2015,2/10/2018 15:50,41.77377077,-87.68519248,"(41.773770768, -87.685192482)"
10000841,HY190445,3/19/2015 11:40,040XX W KAMERLING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2534,25,27,23,08B,1149161,1908685,2015,2/10/2018 15:50,41.90535892,-87.72752329,"(41.905358915, -87.727523294)"
10000842,HY190315,3/19/2015 9:15,022XX S MARSHALL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1033,10,12,30,08B,1157051,1889044,2015,2/10/2018 15:50,41.85130552,-87.69907378,"(41.851305522, -87.699073778)"
10000845,HY190514,3/15/2014 9:00,050XX W WASHINGTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1533,15,28,25,11,1142697,1900032,2014,2/10/2018 15:50,41.88173688,-87.75148351,"(41.88173688, -87.751483513)"
10000846,HY190366,3/19/2015 10:20,058XX N OCONTO AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1612,16,41,10,08B,1126978,1938231,2015,2/10/2018 15:50,41.98683764,-87.8083455,"(41.986837635, -87.808345504)"
10000849,HY190443,3/12/2015 13:00,050XX S LAFLIN ST,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,933,9,16,61,08A,1167187,1871353,2015,2/10/2018 15:50,41.80254814,-87.66237946,"(41.802548137, -87.662379455)"
10000854,HY190402,3/18/2015 10:15,065XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1612,16,41,10,08B,1131583,1936817,2015,2/10/2018 15:50,41.98287878,-87.79144084,"(41.98287878, -87.791440835)"
10000856,HY190461,3/16/2015 9:00,093XX S COTTAGE GROVE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,FALSE,FALSE,633,6,8,44,11,1183206,1842853,2015,2/10/2018 15:50,41.72398315,-87.60451692,"(41.72398315, -87.60451692)"
10000857,HY190486,3/19/2015 6:00,014XX S CANAL ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,FALSE,FALSE,124,1,2,28,2,1173362,1893147,2015,2/10/2018 15:50,41.86221827,-87.63908716,"(41.862218265, -87.639087164)"
10000859,HY190444,3/19/2015 11:10,020XX N ORCHARD ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1812,18,43,7,08B,1171278,1913694,2015,2/10/2018 15:50,41.91864652,-87.64613311,"(41.918646522, -87.64613311)"
10000861,HY123079,1/20/2015 18:10,057XX S CICERO AVE,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,TRUE,FALSE,813,8,23,56,18,1145654,1866253,2015,2/10/2018 15:50,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
10000867,HY190338,3/19/2015 9:20,065XX W BRYN MAWR AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1612,16,41,10,08B,1131583,1936817,2015,2/10/2018 15:50,41.98287878,-87.79144084,"(41.98287878, -87.791440835)"
10000869,HY190408,3/19/2015 10:30,040XX W JACKSON BLVD,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,1115,11,28,26,18,1149564,1898382,2015,2/10/2018 15:50,41.87707857,-87.72631067,"(41.87707857, -87.726310674)"
10000870,HY190363,3/19/2015 10:38,006XX W ROOSEVELT RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,124,1,2,28,6,1172367,1894959,2015,2/10/2018 15:50,41.86721255,-87.64268613,"(41.867212547, -87.642686125)"
10000872,HY190496,3/19/2015 12:15,040XX N KIMBALL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1724,17,33,16,08B,1153007,1926523,2015,2/10/2018 15:50,41.95423243,-87.71292145,"(41.954232428, -87.712921447)"
10000874,HY190518,3/19/2015 12:22,007XX N HOMAN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1121,11,27,23,18,1153580,1904660,2015,2/10/2018 15:50,41.89422715,-87.71139794,"(41.894227149, -87.711397939)"
10000875,HY190539,3/19/2015 12:20,051XX W MADISON ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,GAS STATION,TRUE,FALSE,1533,15,28,25,18,1142285,1899542,2015,2/10/2018 15:50,41.88039991,-87.75300855,"(41.880399914, -87.753008553)"
10000879,HY133975,1/30/2015 11:50,070XX S CHAPPEL AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,331,3,5,43,18,1191098,1858593,2015,2/10/2018 15:50,41.76698814,-87.57510127,"(41.766988136, -87.575101271)"
10000883,HY190211,3/16/2015 7:00,018XX N HUDSON AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1813,18,43,7,6,1172976,1912453,2015,2/10/2018 15:50,41.91520365,-87.63993142,"(41.915203654, -87.639931423)"
10000884,HY190541,3/12/2015 18:30,059XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,232,2,20,40,14,1179940,1865663,2015,2/10/2018 15:50,41.78665156,-87.61578317,"(41.786651559, -87.615783168)"
10000889,HY190490,3/18/2015 10:00,048XX W WEST END AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,1532,15,28,25,7,1144274,1900550,2015,2/10/2018 15:50,41.88312885,-87.74567971,"(41.883128849, -87.745679714)"
10000893,HY190463,3/19/2015 11:40,026XX S KOSTNER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1031,10,22,30,08B,1147487,1886032,2015,2/10/2018 15:50,41.84322868,-87.73425329,"(41.843228683, -87.734253291)"
10000895,HY190538,3/19/2015 12:42,049XX W ADAMS ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,TRUE,FALSE,1533,15,28,25,18,1143658,1898882,2015,2/10/2018 15:50,41.87856321,-87.7479835,"(41.878563206, -87.747983503)"
10000896,HY190379,3/18/2015 1:00,048XX N SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1713,17,39,14,14,1153837,1932035,2015,2/10/2018 15:50,41.96934118,-87.70972277,"(41.969341179, -87.709722771)"
10000901,HY190314,3/19/2015 5:00,024XX N CENTRAL AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2515,25,30,19,3,1138639,1915565,2015,2/10/2018 15:50,41.92443583,-87.7660074,"(41.924435828, -87.766007399)"
10000902,HY190435,3/17/2015 10:00,014XX W SHERWIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2423,24,49,1,11,1165358,1948755,2015,2/10/2018 15:50,42.01498337,-87.66688162,"(42.014983368, -87.666881621)"
10000903,HY138419,2/3/2015 15:38,037XX W CHICAGO AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1112,11,27,23,18,1151159,1905079,2015,2/10/2018 15:50,41.89542474,-87.72027859,"(41.89542474, -87.720278586)"
10000905,HY190469,2/27/2015 9:00,108XX S WALLACE ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,2233,22,34,49,11,1174231,1833052,2015,2/10/2018 15:50,41.6972916,-87.63768182,"(41.697291603, -87.637681823)"
10000906,HY190513,3/19/2015 12:20,062XX S STONY ISLAND AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,314,3,5,42,08B,1187940,1864073,2015,2/10/2018 15:50,41.78210152,-87.586502,"(41.78210152, -87.586502002)"
10000911,HY190563,1/11/2015 10:00,020XX N HOYNE AVE,890,THEFT,FROM BUILDING,VACANT LOT/LAND,FALSE,FALSE,1432,14,32,22,6,1162033,1913413,2015,2/10/2018 15:50,41.9180737,-87.68010785,"(41.9180737, -87.68010785)"
10000912,HY190521,3/18/2015 18:20,020XX W 36TH ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,912,9,11,59,5,1163490,1880805,2015,2/10/2018 15:50,41.82856391,-87.67567269,"(41.828563911, -87.675672687)"
10000913,HY190516,3/19/2015 12:30,0000X E ADAMS ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,113,1,42,32,26,1176667,1899473,2015,2/10/2018 15:50,41.87950322,-87.62676397,"(41.879503218, -87.626763965)"
10000914,HY190304,3/19/2015 9:30,049XX S WOLCOTT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,931,9,16,61,08B,1164522,1871856,2015,2/10/2018 15:50,41.8039851,-87.67213899,"(41.8039851, -87.672138992)"
10000922,HY190519,3/19/2015 7:00,013XX N ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1423,14,26,24,14,1158820,1909030,2015,2/10/2018 15:50,41.90611296,-87.69203301,"(41.906112955, -87.692033014)"
10000923,HY190548,3/19/2015 1:00,008XX N CLARK ST,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,BAR OR TAVERN,FALSE,FALSE,1832,18,42,8,04B,1175391,1905886,2015,2/10/2018 15:50,41.89712958,-87.63125653,"(41.897129577, -87.631256529)"
10000926,HY190527,3/19/2015 12:00,016XX E 77TH ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,414,4,8,43,5,1188664,1854256,2015,2/10/2018 15:50,41.75514556,-87.58416117,"(41.75514556, -87.584161166)"
10000928,HY190502,3/19/2015 12:27,006XX N SAWYER AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1121,11,27,23,08A,1154596,1904034,2015,2/10/2018 15:50,41.89248908,-87.70768323,"(41.892489076, -87.707683232)"
10000929,HY190572,3/19/2015 9:30,036XX N NORA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,1632,16,36,17,08B,1128770,1923306,2015,2/10/2018 15:50,41.94585152,-87.80209473,"(41.945851518, -87.802094734)"
10000931,HY190529,2/16/2015 6:45,034XX W POLK ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1133,11,24,27,6,1153513,1896156,2015,2/10/2018 15:50,41.87089263,-87.71187018,"(41.870892631, -87.711870184)"
10000933,HY190485,3/18/2015 7:00,003XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1134,11,28,27,14,1155108,1897941,2015,2/10/2018 15:50,41.87575902,-87.70596645,"(41.87575902, -87.705966447)"
10000934,HY190525,3/19/2015 11:35,072XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,733,7,17,68,14,1171558,1856875,2015,2/10/2018 15:50,41.76272409,-87.64677309,"(41.762724091, -87.64677309)"
10000935,HY190448,3/19/2015 11:45,006XX N RIDGEWAY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1122,11,27,23,08B,1151275,1903955,2015,2/10/2018 15:50,41.8923381,-87.71988206,"(41.892338095, -87.719882059)"
10000936,HY190437,3/15/2015 17:30,019XX W OGDEN AVE,460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1231,12,2,28,08B,1163748,1897574,2015,2/10/2018 15:50,41.87457426,-87.67425389,"(41.874574262, -87.674253889)"
10000940,HY190356,3/19/2015 10:16,041XX W CHICAGO AVE,460,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,1111,11,28,23,08B,1148800,1905023,2015,2/10/2018 15:50,41.895317,-87.72894415,"(41.895316997, -87.728944145)"
10000942,HY190480,2/19/2015 13:30,052XX W NORTH AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2532,25,37,25,6,1141245,1910137,2015,2/10/2018 15:50,41.90949309,-87.75656585,"(41.909493094, -87.756565853)"
10000943,HY190588,3/19/2015 13:35,002XX N WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,FALSE,FALSE,111,1,42,32,26,1176777,1901808,2015,2/10/2018 15:50,41.8859081,-87.62628943,"(41.885908101, -87.626289429)"
10000946,HY190173,3/19/2015 3:00,080XX S EXCHANGE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,422,4,7,46,6,1197222,1852399,2015,2/10/2018 15:50,41.74984104,-87.55286079,"(41.749841038, -87.552860793)"
10000947,HY190565,3/19/2015 12:53,021XX W 21ST ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1234,12,25,31,08A,1162361,1890051,2015,2/10/2018 15:50,41.85395955,-87.67955669,"(41.853959553, -87.67955669)"
10000951,HY190535,3/19/2015 12:05,037XX W LELAND AVE,440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1723,17,39,14,08B,1150613,1930973,2015,2/10/2018 15:50,41.96649076,-87.72160539,"(41.966490762, -87.721605386)"
10000954,HY190498,1/1/2015 8:00,055XX N MILWAUKEE AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,FALSE,FALSE,1622,16,45,11,17,1136403,1936607,2015,2/10/2018 15:50,41.98221747,-87.77371867,"(41.982217474, -87.773718669)"
10000964,HY190593,3/9/2015 13:00,009XX N RUSH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1833,18,42,8,6,1176470,1907019,2015,2/10/2018 15:50,41.90021429,-87.62725931,"(41.900214286, -87.627259314)"
10000969,HY190597,3/19/2015 13:00,018XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,CAR WASH,FALSE,FALSE,1434,14,32,22,6,1160925,1912193,2015,2/10/2018 15:50,41.91474902,-87.68421263,"(41.914749019, -87.684212632)"
10000972,HY190343,3/19/2015 10:00,030XX W BELDEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1414,14,35,22,08B,1155678,1915255,2015,2/10/2018 15:50,41.92325875,-87.70340683,"(41.923258751, -87.703406834)"
10000973,HY190554,1/26/2015 16:01,009XX N RUSH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1833,18,42,8,6,1176470,1907019,2015,2/10/2018 15:50,41.90021429,-87.62725931,"(41.900214286, -87.627259314)"
10000974,HY190405,1/23/2015 9:00,043XX S DR MARTIN LUTHER KING JR SD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,215,2,3,38,11,1179508,1876386,2015,2/10/2018 15:50,41.81608631,-87.61703946,"(41.816086305, -87.617039458)"
10000975,HY190495,3/19/2015 11:45,080XX S INGLESIDE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,631,6,8,44,26,1183960,1851854,2015,2/10/2018 15:50,41.74866534,-87.60147471,"(41.748665338, -87.601474713)"
10000976,HY190526,3/19/2015 12:25,029XX S WABASH AVE,810,THEFT,OVER $500,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,133,1,2,35,6,1177207,1885401,2015,2/10/2018 15:50,41.84087652,-87.62520736,"(41.840876516, -87.625207355)"
10000989,HY190545,3/19/2015 12:30,033XX S BELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,912,9,12,59,14,1161899,1882443,2015,2/10/2018 15:50,41.83309204,-87.68146436,"(41.833092039, -87.681464355)"
10000991,HY190481,3/19/2015 12:05,079XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,612,6,21,71,3,1167051,1852166,2015,2/10/2018 15:50,41.74989948,-87.66342638,"(41.749899475, -87.663426378)"
10000993,HY174332,3/6/2015 17:38,069XX S MAY ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,733,7,17,68,18,1169849,1858803,2015,2/10/2018 15:50,41.76805203,-87.65298095,"(41.768052028, -87.652980952)"
10000994,HY190455,3/19/2015 10:20,003XX S LAKE SHORE DR NB,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,114,1,42,32,04A,1179278,1898969,2015,2/10/2018 15:50,41.87806083,-87.61719234,"(41.87806083, -87.617192341)"
10000996,HY190454,3/19/2015 12:10,011XX W 95TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,TRUE,TRUE,2222,22,21,73,08B,1170196,1841786,2015,2/10/2018 15:50,41.72134752,-87.65220277,"(41.721347521, -87.652202769)"
10000997,HY190450,3/19/2015 10:40,071XX S EMERALD AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,TRUE,FALSE,732,7,6,68,18,1172580,1857494,2015,2/10/2018 15:50,41.76440026,-87.6430091,"(41.764400258, -87.643009097)"
10000998,HY190555,3/19/2015 12:04,103XX S ELIZABETH ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2232,22,21,73,08B,1169846,1836216,2015,2/10/2018 15:50,41.70607019,-87.6536458,"(41.706070186, -87.653645803)"
